Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Goals,SoT,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasMedCmp,PasMedAtt,PasLonCmp,PasLonAtt,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToTkl,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,OG,Recov,AerWon,AerLost,Market Value,Market Value Euros,90s,SoT%,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,TklDri%,ToSuc%,ToTkl%,AerWon%,Market Value Log,Goals_per90,Assists_per90,SCA_per90,GCA_per90,PasProg_per90,Carries_per90,Tkl_per90,Int_per90,Age_Premium,Superstar_Index,Elite_Market_Signal,Potential_Score
Scott McTominay,SCO,MF,Manchester Utd,Premier League,26,15,7,753,0,0.36,0.0,0.0,14.2,0.0,0.0,0.0,25.7,31.8,410.1,112.5,13.2,16.0,9.76,11.2,1.9,2.86,0.0,0.36,2.02,0.12,0.0,2.26,31.8,31.2,0.48,0.36,0.12,0.36,0.24,0.12,0.0,0.0,0.0,0.0,25.7,0.12,0.12,1.43,1.07,0.0,0.0,0.24,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,1.79,1.07,0.71,0.48,0.71,1.19,0.48,0.83,0.36,0.48,1.07,3.33,4.05,0.0,46.1,5.95,15.7,21.1,9.4,1.67,46.1,1.67,0.95,0.48,20.6,94.6,36.1,0.6,0.83,0.12,1.9,1.07,25.1,1.79,0.6,0.0,0.0,2.26,0.6,0.0,0.24,1.79,0.0,0.0,5.95,2.38,1.67,€45.00m,45000000.0,8.366666666666667,0.0,80.81761006289308,82.5,87.14285714285714,66.43356643356644,59.66386554621849,56.886227544910184,28.74251497005988,58.76543209876544,17.622173069956816,0.0,0.0,0.17091633466135456,0.0,0.27011952191235056,2.462151394422311,0.27011952191235056,0.12788844621513945,1.0,0.061195219123505964,0.061195219123505964,4
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,25,22,18,1685,1,0.32,3.125,3.125,16.1,0.0,0.0,0.0,33.4,42.5,559.9,162.6,16.1,18.9,13.0,15.3,3.16,5.35,0.16,0.96,3.1,0.8,0.21,4.39,42.5,41.1,1.12,0.11,0.32,0.27,1.12,0.05,0.11,0.0,0.0,0.0,33.4,0.21,1.12,2.35,1.76,0.05,0.0,0.32,0.21,0.0,0.21,0.16,0.0,0.0,0.05,0.0,0.0,1.44,0.86,0.43,0.7,0.32,0.7,1.98,1.28,1.5,0.37,1.12,0.64,2.09,0.96,0.0,52.0,1.76,10.1,27.4,14.8,2.51,52.0,1.02,0.21,0.75,25.9,105.9,42.8,0.59,0.43,0.16,1.23,1.07,33.3,4.01,0.11,0.0,0.0,1.02,1.34,0.11,1.12,0.86,0.0,0.0,5.45,0.91,1.07,€16.00m,16000000.0,18.72222222222222,32.0,78.58823529411765,85.18518518518519,84.9673202614379,59.065420560747675,35.35353535353536,20.588235294117645,73.52941176470587,45.95959595959596,16.588099342704055,0.053412462908011875,0.0085459940652819,0.1255192878338279,0.011216617210682492,0.2344807121661721,1.3833827893175075,0.0769139465875371,0.0341839762611276,1.4,0.0706379821958457,0.09889317507418398,4
Sebastiaan Bornauw,BEL,DF,Wolfsburg,Bundesliga,23,15,14,1137,0,0.08,0.0,0.0,10.5,0.0,0.0,0.0,45.4,54.1,867.4,321.4,15.6,17.3,25.9,28.7,3.81,7.06,0.0,0.08,1.98,0.0,0.0,2.94,54.1,51.0,3.1,1.67,0.0,0.16,0.16,0.63,0.0,0.0,0.0,0.0,45.4,0.0,0.71,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.95,0.71,0.56,0.32,0.08,0.48,0.79,0.32,1.27,0.63,0.63,1.43,2.38,4.13,0.0,63.3,8.97,32.4,28.9,2.14,0.48,63.3,0.16,0.0,0.16,37.1,161.2,83.3,0.24,0.16,0.0,0.16,0.08,40.2,0.4,0.32,0.0,0.0,0.79,0.16,0.0,0.16,0.71,0.0,0.0,4.92,2.38,1.67,€8.00m,8000000.0,12.633333333333333,0.0,83.91866913123845,90.17341040462428,90.2439024390244,53.966005665722385,60.759493670886066,0.0,100.0,58.76543209876544,15.894952224644102,0.0,0.0,0.01266490765171504,0.00633245382585752,0.23271767810026386,2.9366754617414252,0.07519788918205805,0.11319261213720316,1.4,0.026754617414248026,0.037456464379947235,7
Sebastian Polter,GER,FWMF,Schalke 04,Bundesliga,31,14,4,465,1,0.77,1.2987012987012987,1.2987012987012987,11.2,0.0,0.0,0.0,12.1,22.3,159.6,36.0,7.12,11.3,3.65,6.35,0.19,0.77,0.38,0.96,0.58,0.58,0.0,1.15,22.3,20.0,1.35,0.0,0.0,0.19,0.38,0.0,0.0,0.0,0.0,0.0,12.1,0.96,0.58,1.92,1.54,0.0,0.0,0.19,0.19,0.0,0.58,0.38,0.0,0.0,0.0,0.19,0.0,0.77,0.58,0.0,0.77,0.0,0.19,0.58,0.38,0.58,0.0,0.58,0.0,0.77,1.15,0.0,32.5,1.54,4.04,15.0,14.0,5.96,32.5,0.77,0.38,0.38,14.6,54.4,15.8,0.38,0.38,0.38,4.23,1.73,22.7,5.58,0.38,0.0,0.0,3.65,1.35,0.38,0.38,0.58,0.0,0.0,3.85,5.0,4.23,€300k,300000.0,5.166666666666667,77.0,54.26008968609865,63.00884955752212,57.48031496062992,24.675324675324674,32.758620689655174,49.35064935064935,49.35064935064935,54.17118093174431,12.611541086966115,0.1935483870967742,0.07354838709677419,0.3716129032258064,0.11225806451612902,0.22258064516129028,2.825806451612903,0.14903225806451612,0.0,1.0,0.19587096774193546,0.19587096774193546,4
Sebastian Walukiewicz,POL,DF,Empoli,Serie A,22,4,1,149,0,0.59,0.0,0.0,9.2,0.0,0.0,0.0,40.0,45.9,871.2,329.4,9.41,10.0,24.1,25.9,5.88,8.24,0.0,0.0,1.76,0.0,0.0,1.76,45.9,44.1,0.59,0.59,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.18,0.0,0.59,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.59,0.59,0.59,0.0,0.0,0.0,0.0,1.76,1.76,0.0,0.0,1.18,5.29,0.0,55.3,14.1,36.5,17.1,1.76,1.18,55.3,0.0,0.0,0.0,27.6,147.1,95.3,0.0,0.0,0.0,0.0,0.0,37.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,1.76,0.0,1.18,€4.50m,4500000.0,1.6555555555555554,0.0,87.14596949891067,94.10000000000001,93.05019305019306,71.35922330097088,0.0,0.0,0.0,0.0,15.319588176962746,0.0,0.0,0.3563758389261745,0.0,1.0630872483221476,16.67114093959732,0.712751677852349,0.0,1.8,0.17758389261744967,0.3196510067114094,7
Sebastiano Luperto,ITA,DF,Empoli,Serie A,26,20,20,1714,1,0.16,6.25,6.25,14.0,0.0,0.0,0.0,42.3,48.6,806.9,282.3,14.1,14.9,23.3,25.2,4.16,7.42,0.0,0.16,1.84,0.11,0.05,2.42,48.6,42.5,6.05,2.47,0.05,0.16,0.05,0.05,0.0,0.0,0.0,0.0,42.3,0.05,0.21,0.58,0.47,0.05,0.0,0.05,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,1.0,0.47,0.63,0.32,0.05,0.37,0.42,0.05,1.42,1.0,0.42,1.05,2.05,4.58,0.0,58.3,11.9,34.0,23.3,1.32,0.42,58.3,0.11,0.11,0.0,31.6,147.9,81.7,0.37,0.21,0.05,0.21,0.11,32.7,0.16,0.16,0.11,0.05,0.58,0.74,0.0,0.05,0.47,0.0,0.0,5.26,1.58,1.68,€4.00m,4000000.0,19.044444444444444,16.0,87.03703703703702,94.63087248322147,92.46031746031747,56.06469002695418,88.09523809523809,100.0,0.0,48.46625766871166,15.201805169084134,0.05250875145857643,0.0,0.030455075845974327,0.005775962660443407,0.12707117852975497,1.6592765460910153,0.05250875145857643,0.05513418903150526,1.0,0.038042590431738625,0.038042590431738625,4
Sehrou Guirassy,GUI,MF,Rennes,Ligue 1,26,14,12,999,6,4.26,1.4084507042253522,1.4084507042253522,13.5,0.0,0.09,0.09,43.7,51.5,461.8,62.099999999999994,30.4,32.9,4.91,6.85,0.74,1.76,0.0,7.6899999999999995,4.16,0.37,0.0,1.76,51.5,50.0,1.48,0.09,0.09,0.37,0.56,0.0,0.09,0.0,0.0,0.0,43.7,0.0,0.83,8.98,7.97,0.0,0.09,0.37,0.56,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.19,0.09,0.09,0.09,0.0,0.09,0.09,0.0,0.46,0.09,0.37,0.0,0.19,0.93,0.0,79.4,4.35,5.46,29.0,45.2,21.79,79.3,1.39,0.37,0.56,50.0,239.3,43.2,1.39,1.3,0.93,3.43,4.26,55.7,25.19,0.28,0.09,0.09,1.02,2.13,0.56,0.56,0.09,0.09,0.0,5.92,2.5,2.31,€40.00m,40000000.0,11.1,71.0,84.85436893203884,92.40121580547113,71.67883211678833,42.04545454545455,100.0,26.618705035971225,40.28776978417267,51.97505197505197,17.50439003707821,0.5405405405405406,0.0,0.8090090090090091,0.008108108108108109,0.15855855855855858,4.504504504504505,0.01711711711711712,0.0,1.0,0.3680630630630631,0.3680630630630631,4
Seko Fofana,CIV,MF,Lens,Ligue 1,27,20,19,1742,3,0.62,4.838709677419355,4.838709677419355,20.0,0.0,0.05,0.1,46.8,53.1,774.6,157.7,23.3,25.4,17.8,19.6,3.92,5.0,0.15,1.03,4.79,0.88,0.21,5.31,53.1,52.8,0.36,0.36,0.21,0.46,1.55,0.0,0.0,0.0,0.0,0.0,46.8,0.0,0.98,2.78,2.42,0.0,0.1,0.0,0.15,0.1,0.31,0.21,0.0,0.05,0.0,0.05,0.0,0.77,0.36,0.21,0.52,0.05,0.36,1.03,0.67,0.52,0.15,0.36,0.67,1.44,0.31,0.0,62.5,0.93,6.65,35.9,20.5,2.84,62.4,2.73,1.49,1.03,54.6,336.9,134.0,3.61,2.78,0.93,1.86,1.49,51.3,7.37,0.05,0.0,0.0,0.67,1.03,0.05,1.55,0.36,0.05,0.0,5.52,0.62,0.52,€8.00m,8000000.0,19.355555555555554,20.666666666666668,88.13559322033898,91.73228346456693,90.81632653061224,78.4,34.95145631067961,54.57875457875458,37.72893772893773,54.38596491228069,15.894952224644102,0.15499425947187143,0.007749712973593571,0.1436280137772675,0.016016073478760048,0.2743398392652124,2.82089552238806,0.03978185993111367,0.03461538461538462,1.0,0.11435993111366245,0.11435993111366245,4
Sekou Mara,FRA,FWMF,Southampton,Premier League,20,14,3,327,0,0.56,0.0,0.0,15.6,0.0,0.0,0.0,11.1,15.6,152.5,38.9,6.39,8.33,2.5,2.5,0.83,1.39,0.28,1.11,1.67,0.56,0.0,1.39,15.6,15.0,0.56,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.28,2.22,1.39,0.0,0.56,0.0,0.0,0.28,0.56,0.28,0.0,0.28,0.0,0.0,0.0,2.78,1.67,1.11,1.39,0.28,0.56,1.67,1.11,1.11,0.0,1.11,0.0,2.78,0.56,0.0,34.7,0.28,3.89,15.6,16.7,4.44,34.7,4.72,1.94,2.78,20.8,110.0,39.2,0.56,1.94,0.0,4.17,3.06,23.3,5.28,0.0,0.0,0.0,3.33,1.11,0.83,0.0,1.67,0.0,0.0,4.17,4.17,6.11,€4.00m,4000000.0,3.6333333333333333,0.0,71.15384615384616,76.71068427370949,100.0,59.71223021582735,33.53293413173653,41.10169491525424,58.89830508474576,40.564202334630345,15.201805169084134,0.0,0.07706422018348624,0.6110091743119267,0.15412844036697249,0.38256880733944953,5.724770642201835,0.7651376146788991,0.0,1.8,0.1989908256880734,0.35818348623853213,10
Semir Telalovic,GER,MF,M'Gladbach,Bundesliga,23,1,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,€600k,600000.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.304686600863562,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,1.4,0.0,0.0,7
Sepp van den Berg,NED,DF,Schalke 04,Bundesliga,21,4,4,322,0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,35.3,42.2,704.7,248.9,10.8,11.4,19.7,21.4,4.17,8.33,0.0,0.0,1.39,0.0,0.0,1.39,42.2,41.1,1.11,1.11,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,35.3,0.0,0.0,0.56,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.28,0.28,0.28,0.0,0.0,0.0,0.0,1.11,0.56,0.56,2.22,2.78,5.28,0.28,53.9,8.06,33.3,18.9,1.67,1.67,53.9,0.0,0.0,0.0,27.5,148.3,95.0,0.28,0.0,0.0,1.11,0.0,30.0,0.0,0.28,0.0,0.0,0.56,0.0,0.0,0.0,0.28,0.0,0.0,4.44,1.94,2.78,€32.00m,32000000.0,3.577777777777778,0.0,83.64928909952606,94.73684210526316,92.05607476635514,50.06002400960384,0.0,0.0,0.0,41.10169491525424,17.281246492014,0.0,0.0,0.1565217391304348,0.0,0.3885093167701863,7.686335403726708,0.1565217391304348,0.6204968944099379,1.8,0.0701552795031056,0.12627950310559008,10
Serge Aurier,CIV,DF,Nott'ham Forest,Premier League,30,14,12,1082,1,0.17,5.88235294117647,5.88235294117647,13.6,0.0,0.0,0.0,33.6,49.3,515.8,234.3,18.3,23.3,12.2,17.8,2.25,4.92,0.0,0.75,1.92,0.83,0.5,3.67,49.3,38.4,10.8,1.08,0.08,0.0,2.58,9.75,0.0,0.0,0.0,0.0,33.6,0.08,1.92,1.58,1.33,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,2.0,2.17,0.83,0.25,1.08,1.42,0.33,1.5,0.42,1.08,1.5,4.75,3.83,0.0,64.2,5.08,24.5,25.1,15.5,0.75,64.2,1.42,0.58,0.42,27.7,134.5,79.8,2.33,1.67,0.0,1.42,1.17,28.6,3.08,0.17,0.0,0.0,0.67,1.33,0.0,2.58,2.0,0.0,0.0,6.58,2.5,1.33,€800k,800000.0,12.022222222222222,17.0,68.15415821501016,78.54077253218884,68.53932584269661,45.73170731707317,76.05633802816902,40.845070422535215,29.577464788732392,65.27415143603133,13.592368256649284,0.08317929759704251,0.0,0.1314232902033272,0.0,0.305268022181146,2.3040665434380774,0.27033271719038815,0.12476894639556377,1.0,0.08592421441774492,0.08592421441774492,4
Serge Gnabry,GER,FWMF,Bayern Munich,Bundesliga,27,20,13,1106,9,1.87,4.81283422459893,4.81283422459893,16.7,0.08,0.08,0.08,37.0,46.2,521.4,139.3,24.1,27.5,10.2,12.5,1.95,3.5,0.33,1.71,2.36,1.95,0.33,4.63,46.2,44.0,1.79,0.0,0.24,0.08,2.68,0.89,0.57,0.24,0.33,0.0,37.0,0.41,1.22,4.63,3.09,0.24,0.49,0.49,0.24,0.08,0.89,0.57,0.0,0.16,0.0,0.16,0.0,1.14,0.65,0.33,0.49,0.33,0.49,0.98,0.49,1.3,0.08,1.22,0.65,1.79,0.24,0.08,59.7,0.24,6.59,24.4,29.5,7.32,59.6,3.25,1.46,1.38,38.7,218.9,106.1,3.82,2.68,2.28,2.52,1.38,46.1,11.1,0.0,0.0,0.0,0.89,0.49,0.41,2.68,0.65,0.16,0.0,3.98,0.24,0.41,€20.00m,20000000.0,12.28888888888889,20.77777777777778,80.08658008658008,87.63636363636364,81.6,55.714285714285715,50.0,44.92307692307692,42.46153846153845,36.92307692307693,16.811242881518265,0.7323688969258589,0.026853526220614828,0.37676311030741405,0.07242314647377938,0.37676311030741405,3.1491862567811935,0.09276672694394213,0.05289330922242314,1.0,0.3855922242314647,0.3855922242314647,4
Sergej Milinkovi?-Savi?,SRB,MF,Lazio,Serie A,27,21,20,1746,4,0.46,8.695652173913043,8.695652173913043,19.5,0.15,0.0,0.0,44.6,60.3,705.2,202.4,24.8,30.2,14.2,18.2,4.02,7.32,0.41,1.55,4.64,1.6,0.15,5.52,60.3,58.8,1.29,0.77,0.57,0.67,1.08,0.46,0.05,0.0,0.05,0.0,44.6,0.21,1.39,2.73,2.37,0.05,0.05,0.15,0.1,0.0,0.57,0.52,0.0,0.0,0.05,0.0,0.0,2.06,1.13,0.88,0.77,0.41,0.98,1.96,0.98,1.39,0.36,1.03,1.13,3.2,1.55,0.0,75.8,2.47,13.9,42.7,19.9,1.96,75.8,2.22,0.93,1.08,45.3,188.9,73.0,1.6,1.13,0.36,3.4,2.01,60.3,3.66,0.36,0.0,0.0,1.19,2.58,0.05,1.08,1.13,0.0,0.0,5.88,2.89,1.7,€15.00m,15000000.0,19.4,11.5,73.96351575456053,82.11920529801326,78.02197802197803,54.91803278688524,50.0,41.891891891891895,48.648648648648646,62.96296296296296,16.52356082573315,0.2061855670103093,0.021134020618556702,0.14072164948453608,0.029381443298969072,0.2845360824742268,2.3350515463917527,0.10618556701030929,0.05824742268041237,1.0,0.13739690721649483,0.13739690721649483,4
Sergi Canós,ESP,FWDF,Brentford,Premier League,26,5,0,77,0,0.0,0.0,0.0,16.1,0.0,0.0,0.0,25.6,47.8,297.8,84.4,15.6,20.0,4.44,16.7,1.11,2.22,0.0,1.11,2.22,1.11,0.0,2.22,47.8,43.3,3.33,1.11,0.0,0.0,3.33,2.22,0.0,0.0,0.0,0.0,25.6,1.11,0.0,3.33,2.22,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,2.22,3.33,1.11,2.22,0.0,0.0,1.11,0.0,63.3,1.11,14.4,27.8,22.2,2.22,63.3,6.67,4.44,2.22,32.2,228.9,123.3,4.44,2.22,0.0,0.0,0.0,40.0,7.78,0.0,0.0,0.0,3.33,3.33,0.0,3.33,0.0,0.0,0.0,6.67,0.0,1.11,€800k,800000.0,0.8555555555555555,0.0,53.55648535564854,78.0,26.586826347305394,50.0,0.0,66.56671664167916,33.28335832083958,0.0,13.592368256649284,0.0,0.0,3.8922077922077927,0.0,2.594805194805195,37.63636363636364,0.0,0.0,1.0,1.0379220779220781,1.0379220779220781,4
Sergi Darder,ESP,MF,Espanyol,La Liga,29,20,20,1773,2,0.25,8.0,8.0,24.1,0.0,0.0,0.0,30.5,43.2,608.4,247.3,11.5,13.7,13.6,16.6,5.03,10.9,0.05,2.13,4.52,1.52,0.2,6.8,43.2,35.5,7.46,3.1,0.46,0.56,5.43,0.41,3.25,1.52,1.07,0.15,30.5,0.25,1.07,4.31,2.64,1.32,0.2,0.1,0.0,0.05,0.25,0.2,0.05,0.0,0.0,0.0,0.0,1.93,1.07,0.36,1.07,0.51,0.71,1.37,0.66,0.76,0.0,0.76,0.71,2.64,0.66,0.0,52.8,0.96,6.95,29.5,17.6,0.96,52.8,3.5,1.37,1.62,30.9,237.6,136.4,3.45,2.79,0.25,1.02,0.56,32.6,2.03,0.1,0.0,0.0,0.76,2.34,0.05,5.43,1.07,0.0,0.0,5.43,0.15,0.25,€3.50m,3500000.0,19.7,12.5,70.60185185185185,83.94160583941607,81.92771084337348,46.14678899082569,51.82481751824817,39.142857142857146,46.28571428571429,37.49999999999999,15.068273812173887,0.10152284263959391,0.002538071065989848,0.21878172588832487,0.012690355329949238,0.34517766497461927,1.5685279187817258,0.09796954314720813,0.03604060913705584,1.0,0.11621827411167512,0.11621827411167512,4
Sergi Guardiola,ESP,FW,Valladolid,La Liga,31,16,9,598,1,2.3600000000000003,0.42372881355932196,0.42372881355932196,17.1,0.0,0.0,0.0,37.7,50.0,435.7,77.5,25.69,30.700000000000003,7.76,11.91,1.4500000000000002,1.8,0.0,2.18,0.18,1.09,0.18,1.4500000000000002,50.0,47.5,2.34,0.0,0.0,0.0,1.4500000000000002,0.0,0.0,0.0,0.0,0.0,37.7,0.18,1.07,5.07,4.71,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0500000000000003,2.16,1.07,0.89,1.09,0.36,1.62,1.27,1.98,0.0,1.98,0.36,3.41,2.16,0.0,77.7,3.0700000000000003,8.46,30.8,39.599999999999994,7.59,77.7,3.98,1.82,1.98,39.5,147.5,58.400000000000006,3.0700000000000003,1.98,1.27,4.12,2.5300000000000002,53.2,9.02,0.18,0.0,0.0,3.41,2.52,1.62,1.4500000000000002,2.16,0.0,0.0,6.140000000000001,2.52,3.41,€300k,300000.0,6.644444444444445,236.00000000000003,75.4,83.68078175895765,65.1553316540722,80.55555555555556,22.22222222222222,45.72864321608041,49.74874371859296,42.49578414839798,12.611541086966115,0.15050167224080266,0.0,0.7630434782608696,0.0,0.2182274247491639,5.944816053511706,0.4590301003344482,0.054180602006688956,1.0,0.22710702341137126,0.22710702341137126,4
Sergi Gómez,ESP,DF,Espanyol,La Liga,30,14,12,1127,0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,37.2,43.2,806.0,281.4,9.68,10.2,22.2,23.3,5.2,9.36,0.0,0.16,2.08,0.08,0.0,2.0,43.2,41.2,2.0,1.76,0.0,0.56,0.16,0.24,0.0,0.0,0.0,0.0,37.2,0.0,0.08,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.48,0.8,0.24,0.0,0.72,0.8,0.08,0.96,0.4,0.56,1.2,2.24,5.36,0.0,53.4,7.44,27.4,25.3,1.04,0.56,53.4,0.0,0.0,0.0,27.9,112.4,47.0,0.0,0.16,0.0,0.32,0.0,31.6,0.0,0.08,0.08,0.0,0.48,0.32,0.0,0.16,0.48,0.0,0.0,4.88,1.2,1.52,€500k,500000.0,12.522222222222222,0.0,86.11111111111111,94.90196078431373,95.27896995708154,55.55555555555556,89.99999999999999,0.0,0.0,44.117647058823536,13.122365377402328,0.0,0.0,0.025554569653948537,0.0,0.15971606033717836,2.2280390417036378,0.08305235137533275,0.095829636202307,1.0,0.021082519964507544,0.021082519964507544,4
Sergi Roberto,ESP,DF,Barcelona,La Liga,31,12,5,544,2,0.5,4.0,4.0,14.3,0.0,0.0,0.0,66.0,71.8,994.5,224.2,40.2,42.0,19.8,22.0,5.17,6.17,0.0,0.5,7.67,0.67,0.5,7.67,71.8,64.0,7.5,0.67,0.0,0.5,1.67,6.83,0.0,0.0,0.0,0.0,66.0,0.33,0.33,1.5,1.17,0.0,0.0,0.33,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,1.33,1.17,0.83,0.33,0.17,0.67,0.83,0.17,0.83,0.67,0.17,1.33,2.67,1.17,0.0,79.2,2.5,14.3,42.0,23.2,2.5,79.2,0.83,0.17,0.5,53.8,240.5,153.8,4.33,2.67,0.83,0.5,0.33,59.7,5.67,0.17,0.0,0.0,1.0,0.83,0.17,1.67,1.17,0.0,0.0,4.67,0.17,0.33,€1.50m,1500000.0,6.044444444444444,25.0,91.92200557103064,95.71428571428572,90.0,83.79254457050244,80.72289156626506,20.481927710843376,60.24096385542169,34.0,14.220976332738882,0.33088235294117646,0.0,0.24816176470588236,0.028125000000000004,1.2689338235294119,8.900735294117647,0.22003676470588238,0.22003676470588238,1.0,0.2965533088235294,0.2965533088235294,4
Sergio Akieme,ESP,DF,Almería,La Liga,25,21,21,1890,0,0.29,0.0,0.0,20.4,0.0,0.0,0.0,34.0,43.9,557.9,207.1,17.5,19.8,13.4,16.3,2.14,5.29,0.0,0.86,2.0,0.86,0.67,2.43,43.9,34.0,9.57,1.1,0.1,0.62,3.0,8.48,0.0,0.0,0.0,0.0,34.0,0.33,0.86,1.57,1.24,0.05,0.05,0.14,0.0,0.1,0.1,0.05,0.0,0.05,0.0,0.0,0.0,1.29,0.76,0.9,0.29,0.1,0.57,0.76,0.19,1.0,0.24,0.76,0.62,1.9,1.48,0.0,53.2,3.24,17.5,23.7,13.1,1.52,53.2,2.14,1.19,0.76,27.2,181.9,100.5,2.71,1.57,0.52,1.19,1.1,29.7,3.67,0.19,0.0,0.0,0.81,0.67,0.0,3.0,0.76,0.0,0.0,5.14,0.52,0.62,€5.00m,5000000.0,21.0,0.0,77.44874715261959,88.38383838383838,82.20858895705521,40.45368620037807,74.99999999999999,55.60747663551401,35.51401869158878,45.614035087719294,15.424948670398354,0.0,0.0,0.07476190476190477,0.004761904761904762,0.11571428571428573,1.2952380952380953,0.06142857142857143,0.029523809523809525,1.4,0.027238095238095242,0.03813333333333334,4
Sergio Camello,ESP,FW,Rayo Vallecano,La Liga,22,20,17,1431,5,0.75,6.666666666666667,6.666666666666667,15.1,0.0,0.0,0.0,13.6,16.9,195.0,19.7,7.48,8.62,4.72,5.91,0.63,0.88,0.19,1.01,0.25,0.38,0.0,1.26,16.9,15.3,1.64,0.13,0.06,0.0,0.06,0.13,0.0,0.0,0.0,0.0,13.6,0.0,0.31,2.08,1.57,0.0,0.19,0.13,0.19,0.0,0.25,0.13,0.0,0.06,0.06,0.0,0.0,0.69,0.44,0.19,0.38,0.13,0.19,0.5,0.31,0.31,0.0,0.31,0.0,0.69,0.94,0.0,26.3,1.01,1.89,11.6,13.2,3.52,26.3,1.7,0.5,1.13,16.5,84.9,31.6,1.32,1.26,0.63,2.26,1.13,18.6,4.4,0.06,0.0,0.0,0.57,0.88,0.63,0.06,0.44,0.0,0.0,2.14,1.13,1.7,€2.00m,2000000.0,15.9,15.0,80.4733727810651,86.77494199535964,79.86463620981387,71.5909090909091,38.0,29.411764705882355,66.47058823529412,39.92932862190812,14.508658238524095,0.31446540880503143,0.011949685534591194,0.13081761006289308,0.015723270440251572,0.07924528301886792,1.0377358490566038,0.04339622641509434,0.0,1.8,0.14889937106918236,0.2680188679245282,7
